Gene	Symbol	C1-1 NTR	C1-2 NTR	C2-1 NTR	C2-2 NTR	C3-1 NTR	C3-2 NTR	C4-1 NTR	C4-2 NTR	O1-1 NTR	O1-2 NTR	O2-1 NTR	O2-2 NTR	O3-1 NTR	O3-2 NTR	O4-1 NTR	O4-2 NTR	O5-1 NTR	O5-2 NTR	O6-1 NTR	O6-2 NTR
ENSG00000204314	PRRT1	0.0969	0.1142	0.1534	0.1373	0.1027	0.1141	0.2021	0.1885	0.4125	0.3481	0.522	0.3889	0.4772	0.4174	0.2261	0.1291	0.2537	0.2112	0.0104	0.0593
ENSG00000285085		0.0277	0.0341	0.1127	0.092	0.0439	0	0.0884	0	0.5753	0	0.7415	0	0.1293	0.1951	0	0.342	0.0988	0.1103	0	0.0368
ENSG00000204310	AGPAT1	0.0513	0.0497	0.0431	0.0416	0.0612	0.0595	0.0688	0.0703	0.2829	0.2482	0.2649	0.2601	0.2653	0.2138	0.1057	0.0818	0.1135	0.1532	0.0399	0.0449
ENSG00000204305	AGER	0.0409	0.0811	0.166	0.0831	0.092	0.159	0.1729	0.1406	0.4611	0.4341	0.6262	0.604	0.5281	0.5314	0.5032	0.2872	0.3708	0.409	0.0752	0.0893
ENSG00000204304	PBX2	0.1402	0.1248	0.1471	0.1401	0.1276	0.1324	0.1702	0.153	0.5013	0.5283	0.5517	0.5188	0.4766	0.3943	0.264	0.2262	0.2826	0.3105	0.1291	0.0983
ENSG00000087116	ADAMTS2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000169045	HNRNPH1	0.0545	0.0597	0.07	0.0669	0.0629	0.0673	0.0777	0.0828	0.3737	0.3658	0.3335	0.2962	0.2852	0.2427	0.1759	0.1512	0.1359	0.1864	0.0577	0.0633
ENSG00000204659	CBY3	0	0.169	0	0	NaN	0	0	0	NaN	NaN	0	0	0	1	NaN	0.7146	1	0	0	1
ENSG00000161013	MGAT4B	0.0817	0.0717	0.0874	0.0827	0.0885	0.0746	0.0862	0.0914	0.1581	0.151	0.1733	0.1822	0.1697	0.1222	0.1468	0.104	0.1244	0.1635	0.0799	0.059
ENSG00000236609	ZNF853	0.4185	0.3115	NaN	NaN	1	0	NaN	NaN	0.3861	1	0.5337	0.4764	0.5733	0.4303	0.2733	NaN	NaN	0.7943	0.7308	0.6424
ENSG00000205903	ZNF316	0.4965	0.5438	0.6041	0.514	0.6165	0.5799	0.6092	0.6403	0.9258	0.918	0.8822	0.908	0.8359	0.8156	0.6452	0.7246	0.7674	0.8158	0.3223	0.3569
ENSG00000169402	RSPH10B2	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0.0031	0	0.018	0	0	0	0
ENSG00000106392	C1GALT1	0.1157	0.1992	0.1269	0.1779	0.1888	0.194	0.2231	0.3045	0.7632	0.8196	0.7474	0.8376	0.6921	0.5637	0.4447	0.3392	0.4679	0.5131	0.117	0.1379
ENSG00000126883	NUP214	0.0884	0.0846	0.0813	0.0629	0.0409	0.0633	0.0757	0.0993	0.3329	0.3339	0.3401	0.3686	0.3383	0.2883	0.2204	0.1427	0.16	0.2379	0.0677	0.0679
ENSG00000160539	PLPP7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9025	0.5733	0.3613	0.312	0.4097	0.4441	NaN	NaN	NaN	NaN	NaN	1
ENSG00000288701	PRRC2B	0.1198	0.1791	0.1552	0.1456	0.1303	0.147	0.1549	0.1762	0.5002	0.5298	0.5196	0.5209	0.5199	0.475	0.2826	0.2699	0.2292	0.3437	0.1126	0.1401
ENSG00000291303		0	0	0	0.5286	0	0	0.0408	0.5267	0.4518	0.3649	0	0.3769	0.5184	0.278	0	0.0693	0	0	NaN	NaN
ENSG00000083223	TUT7	0.1606	0.333	0.347	0.2003	0.2351	0.1806	0.3524	0.2406	0.5123	0.695	0.6953	0.6973	0.5293	0.4449	0.4684	0.5095	0.4267	0.4973	0.1623	0.1697
ENSG00000180447	GAS1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	1	0	1	NaN	0.5386	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000156345	CDK20	0.9374	0.6322	0.4432	0.1275	0.1277	0.1528	0.2664	0.2489	1	0.6288	0.8531	0	0.3927	0.4809	0.6512	0.4052	0.4244	0.5174	0.3238	0.3992
ENSG00000148082	SHC3	0	NaN	0.3774	NaN	0	0	0	0	1	NaN	0	0	NaN	1	0	NaN	NaN	0.072	0.0612	0.2237
ENSG00000197070	ARRDC1	0.0335	0.1408	0.037	0.033	0.0375	0.0486	0.06	0.0251	0.254	0.3053	0.1804	0.1845	0.2183	0.2787	0.116	0.1235	0.1397	0.066	0.1489	0.0512
ENSG00000181090	EHMT1	0.2218	0.2181	0.2146	0.2365	0.1174	0.1438	0.1731	0.2099	0.6009	0.6045	0.6749	0.6685	0.5497	0.467	0.358	0.3193	0.4002	0.3786	0.1691	0.1203
ENSG00000148408	CACNA1B	NaN	NaN	NaN	NaN	0	NaN	NaN	1	NaN	0	1	1	0.7832	NaN	NaN	0.999	NaN	0.8123	NaN	0
ENSG00000181404	WASHC1	0.292	0.2821	0.2624	0.3273	0.2463	0.2851	0.3289	0.3057	0.7977	0.7295	0.8246	0.7432	0.6725	0.6168	0.517	0.5506	0.5131	0.5009	0.2175	0.2268
ENSG00000170122	FOXD4	0.3517	0.4689	0.4207	0.3466	0.4313	0.3495	0.2363	0.5735	0.5198	0.7585	1	0.6673	1	0.7619	0.6808	0.5212	0.6538	0.5671	0.2117	0.0199
ENSG00000187764	SEMA4D	0.3462	0.1366	0.1911	0.0937	0.0384	0	0.2536	0.1902	0.6377	0.68	0.7169	0.6838	0.6316	0.6658	0.1712	0.0151	0	0	0	0.0133
ENSG00000148090	AUH	0.0942	0.0726	0.1079	0.0747	0.0238	0.0745	0.0681	0.0337	0.502	0.1768	0.2452	0.2963	0.3035	0.1523	0.1377	0.0474	0.216	0.0666	0.0428	0.0094
ENSG00000165030	NFIL3	0.1957	0.5718	0.3679	0.7019	0.755	1	0.7906	0.7289	0.6683	1	0.9214	0.8936	0.8736	0.759	0.6505	0.5052	0.4898	0.668	0.3234	0.333
ENSG00000169071	ROR2	0.4591	0.2358	0.2131	0.3965	0.2855	0.3158	0.3437	0.4985	NaN	NaN	NaN	NaN	NaN	NaN	0.6612	0.5234	0.5193	0.6179	0.1272	0.0608
ENSG00000137075	RNF38	0.3663	0.3315	0.2451	0.3556	0.2624	0.3358	0.3349	0.3142	0.7959	0.7765	0.7463	0.8228	0.6269	0.5717	0.3921	0.3696	0.4387	0.513	0.114	0.1031
ENSG00000168795	ZBTB5	0.5488	0.5238	0.436	0.4625	0.6925	0.5519	0.6079	0.7287	0.9396	0.8448	0.81	0.9259	0.8332	0.7127	0.8294	0.7323	0.8988	0.8335	0.3339	0.32
ENSG00000147912	FBXO10	0.1087	0.1011	0.1202	0.3029	0.1627	0.044	0.1996	0.1607	0.7439	0.7145	0.5867	0.4495	0.2663	0.5065	0.2679	0.4182	0.2164	0.4076	0.2428	0.1297
ENSG00000256966		0.1449	0.1771	0.1696	0.3576	0.1794	0.0933	0.19	0.289	0.735	0.8079	0.4995	0.6413	0.2188	0.5701	0.2651	0.4205	0.5318	0.299	0.2129	0.0871
ENSG00000070610	GBA2	0.317	0.3261	0.2594	0.2913	0.3436	0.2979	0.3025	0.302	0.551	0.5322	0.5238	0.545	0.5712	0.5155	0.3468	0.3351	0.3139	0.4696	0.1611	0.2226
ENSG00000215183	MSMP	NaN	0	0	0	0	0	0	0	0	0	0	0	0.0136	0	0	0.0989	0	0.1054	0	0
ENSG00000137098	SPAG8	0.4004	0.769	0.5027	0	0	0.7269	0	1	0	0	0.8417	0.5776	0.3419	0.5	0	0.4147	0.4021	0.2961	0	0
ENSG00000137133	HINT2	0.0862	0.0272	0.0419	0.0638	0.0957	0.0496	0.1895	0.0453	0.2835	0.2541	0.2351	0.1884	0.2357	0.2362	0.0946	0.1186	0.1343	0.1566	0.0664	0.0289
ENSG00000285645		0.0595	0.0218	0.0236	0.0334	0	0.0327	0.16	0.0115	0.1151	0.2026	0.1734	0.1062	0.127	0.1827	0.0957	0.1005	0.0976	0.0565	0	0.0356
ENSG00000205143	ARID3C	0	0	0	0	0	0	0	0	0	NaN	0.2771	0	NaN	0	0	0	0.7194	0	0.0603	0
ENSG00000147955	SIGMAR1	0.0584	0.0687	0.0804	0.0939	0.0684	0.0674	0.0926	0.0857	0.3077	0.3158	0.3177	0.3141	0.323	0.2492	0.1496	0.1072	0.1175	0.1819	0.114	0.1327
ENSG00000213927	CCL27	NaN	NaN	NaN	NaN	NaN	0	NaN	1	NaN	NaN	1	1	NaN	NaN	1	NaN	0	0.2874	0	0
ENSG00000187186		0	0.3148	0.0799	0	0.085	0.2589	NaN	0.6154	0.2526	0	0.207	0	0.4833	0.4196	0	0	0.2315	0.4223	0.0572	0.2493
ENSG00000165140	FBP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.083	0	0	0.1111	0.0113	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000158169	FANCC	0.099	0.1536	0.1607	0.105	0.0951	0.0902	0.1365	0.1579	0.5728	0.5947	0.572	0.4592	0.3945	0.4301	0.2629	0.2285	0.1885	0.2984	0.1289	0.0607
ENSG00000071189	SNX13	0.1187	0.0563	0.1099	0.0986	0.1095	0.172	0.1237	0.1062	0.6158	0.5529	0.6116	0.505	0.4133	0.3589	0.3295	0.3003	0.1997	0.3434	0.0622	0.027
ENSG00000174469	CNTNAP2	NaN	NaN	NaN	NaN	0	0	0	NaN	0.4195	0	0	0	0.0844	0	NaN	NaN	NaN	0	NaN	NaN
ENSG00000055130	CUL1	0.0809	0.0306	0.0927	0.158	0.0538	0.0467	0.1023	0.0769	0.5308	0.4916	0.5687	0.4819	0.4646	0.3738	0.2158	0.1306	0.2037	0.211	0.0468	0.0505
ENSG00000197024	ZNF398	0.6082	0.5917	0.5667	0.5552	0.7803	0.6539	0.6006	0.8361	0.9249	0.918	0.9448	0.9423	0.9358	0.8966	0.8683	0.7722	0.8386	0.8789	0.2178	0.2228
ENSG00000170265	ZNF282	0.5899	0.6203	0.6692	0.5854	0.5866	0.6542	0.6497	0.5936	0.8443	0.8641	0.863	0.881	0.8528	0.8079	0.8329	0.7432	0.6566	0.8263	0.2742	0.2166
ENSG00000197448	GSTK1	0.0298	0.0666	0.0162	0.0262	0.0347	0.0187	0.0305	0.0592	0.1575	0.1424	0.1407	0.1425	0.1564	0.1318	0.0655	0.1036	0.1147	0.1081	0.0432	0.0243
ENSG00000178826	TMEM139	NaN	NaN	NaN	0	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	NaN	0	NaN	NaN
ENSG00000106144	CASP2	0.2808	0.2795	0.2651	0.227	0.2314	0.2376	0.2194	0.2512	0.75	0.7728	0.7857	0.7518	0.7214	0.7087	0.5416	0.4399	0.3968	0.5474	0.1314	0.1015
ENSG00000159840	ZYX	0.0509	0.1915	0.1532	0.2234	0.1262	0.139	0.1385	0.1849	0.1725	0.1642	0.2038	0.1861	0.1928	0.1719	0.2876	0.2316	0.3162	0.3328	0.1775	0.1511
ENSG00000164532	TBX20	0	1	0.8305	0	NaN	0.5771	0.214	1	NaN	1	NaN	NaN	NaN	NaN	1	0.9865	0	0.9061	0.2175	0.2826
ENSG00000122557	HERPUD2	0.3569	0.3796	0.3516	0.3205	0.3545	0.3361	0.3332	0.4487	0.8739	0.8071	0.7236	0.8263	0.681	0.6809	0.6545	0.6003	0.5907	0.6591	0.1433	0.2447
ENSG00000164542	MATCAP2	0	0.3073	1	0	1	0	NaN	0	0.7737	0.6937	0.5908	0.8884	0.7805	1	NaN	NaN	0.7079	0	0	NaN
ENSG00000136250	AOAH	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0.1895	0	0	0.0353	0	NaN	NaN	NaN	0	0	0
ENSG00000155849	ELMO1	0.0862	0.0983	0.0229	0.0875	0.1442	0.2053	0.0723	0.225	0.4876	0.4368	0.4088	0.4694	0.4811	0.437	0.2706	0.4061	0.1855	0.2891	0.1142	0.0475
ENSG00000196329	GIMAP5	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	0	0	0
ENSG00000002933	TMEM176A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	NaN	NaN	0	0
ENSG00000002726	AOC1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0.8642	0	0.0046	0	0.1279	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000164867	NOS3	0.0933	0.0698	0.0215	0.1382	0.0766	0.0841	0.0595	0.15	1	0.5365	0.8515	0	0	0	0.2217	0.1587	0.1705	0.2532	0.0998	0.0511
ENSG00000197150	ABCB8	0.0462	0.0326	0.0701	0.0633	0.0332	0.0354	0.0488	0.0622	0.1615	0.1794	0.1888	0.1933	0.1993	0.1512	0.1166	0.1328	0.082	0.1135	0.0196	0.0549
ENSG00000146535	GNA12	0.121	0.1928	0.1815	0.1406	0.1426	0.1542	0.1369	0.1737	0.4529	0.4615	0.4486	0.48	0.4762	0.3914	0.221	0.2324	0.3044	0.352	0.1102	0.1026
ENSG00000198286	CARD11	0	NaN	1	NaN	NaN	0	0	NaN	0.3266	0.3103	0.3014	0.2805	0.2448	0.1339	1	NaN	NaN	NaN	0	0
ENSG00000157927	RADIL	0	0	0	NaN	NaN	0	0	0	0.3828	0.3086	0.3457	0.426	0.3947	0.4188	0.0724	0	0	0.0402	0	0.2583
ENSG00000218823	PAPOLB	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0.6029	0.3455	0
ENSG00000135317	SNX14	0.0323	0.0433	0.0378	0.0513	0.0355	0.0185	0.0384	0.0386	0.3165	0.2886	0.2306	0.2216	0.3173	0.1971	0.0933	0.08	0.0586	0.1029	0.0269	0.0298
ENSG00000271793		0.0622	0.0765	0.1037	0.0907	0.0523	0.0621	0.0824	0.0838	0.3827	0.3669	0.3458	0.3266	0.3515	0.3046	0.1927	0.1574	0.1616	0.2215	0.0825	0.0815
ENSG00000135316	SYNCRIP	0.0939	0.0946	0.1336	0.1007	0.071	0.0806	0.0944	0.1021	0.4533	0.4366	0.4198	0.4257	0.4086	0.335	0.2476	0.2021	0.2222	0.2731	0.0901	0.0918
ENSG00000135346	CGA	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN
ENSG00000164411	GJB7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0	NaN	0	NaN	NaN
ENSG00000186088	GSAP	0.0288	0	0.1352	0	0.3246	0.029	0.0506	0	0.1094	0.1146	0.0835	0.068	0.121	0.1589	0	0	0	0.1237	0.0585	0
ENSG00000135211	TMEM60	0.2801	0	0.3983	0.2089	0	0.2428	0.2064	0.4201	0.9502	0.9771	0.8007	0.9537	0.657	0.759	0.5494	0.6683	0.5442	0.632	0.0734	0.162
ENSG00000187391	MAGI2	0.3105	0.312	NaN	0	NaN	0	NaN	1	0.1802	0.5309	0.3718	0.1921	0.6423	0.5862	0.6827	1	0.2695	0.6989	0.1942	0.6944
ENSG00000214415	GNAT3	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000107731	UNC5B	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1	1	0.5546	0.2594	0.9706	0.9645	NaN	NaN	1	1	NaN	0
ENSG00000204152	TIMM23B	0.1409	0.2644	0.0981	0.3214	0.0706	0.196	0.3069	0.2629	0.65	0.843	0.7875	0.7376	0.669	0.4336	0.3415	0.3208	0.5242	0.4847	0.2745	0.0707
ENSG00000178440	TIMM23B-AGAP6	0.1768	0.239	0.2045	0.2456	0.2426	0.3061	0.1906	0.2834	0.7304	0.7347	0.8075	0.7558	0.724	0.7208	0.4266	0.3506	0.4052	0.4465	0.2369	0.3352
ENSG00000204149	AGAP6	0.2002	0.2622	0.2188	0.2396	0.2666	0.2843	0.2066	0.3226	0.7584	0.7472	0.8104	0.7789	0.7503	0.7715	0.4607	0.3883	0.4264	0.4714	0.2386	0.3695
ENSG00000099290	WASHC2A	0.0437	0.0836	0.042	0.0789	0.0532	0.0469	0.092	0.0533	0.2612	0.2492	0.2828	0.243	0.194	0.1132	0.1969	0.1108	0.0684	0.1419	0.045	0.0443
ENSG00000204147	ASAH2B	0.2435	0.1894	0.2217	0.0955	0	0	0.2116	0.5235	1	0.599	1	0.9143	0.9312	0.7284	0.4808	0.3859	0.3424	0.5411	0.0382	0
ENSG00000176386	CDC26	0.1992	0.0213	0.0089	0.0258	0.0216	0.0775	0.0578	0.0435	0.4625	0.4588	0.2621	0.2377	0.3081	0.2931	0.1651	0.3633	0.0598	0.3587	0.1331	0.0524
ENSG00000165188	RNF183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000148225	WDR31	0.0091	0.0299	0.0551	0.0556	0.1215	0	0.2593	0.0372	0.3323	0.2741	0.1754	0.2371	0.2582	0.1638	0.2379	0.0193	0.3023	0.2287	0.0729	0
ENSG00000119431	HDHD3	0.7906	0.688	0.5581	0.7978	0.8573	0.6612	0.8722	0.6911	0.8361	0.9459	0.9562	0.9067	0.8935	0.7848	0.87	0.8512	0.814	0.9382	0.3849	0.4486
ENSG00000148218	ALAD	0.1625	0.1507	0.1782	0.1657	0.1691	0.1475	0.2017	0.1882	0.3842	0.3593	0.393	0.3676	0.3582	0.2761	0.2981	0.2472	0.2843	0.33	0.0587	0.0539
ENSG00000138152	BTBD16	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
ENSG00000107679	PLEKHA1	0.2198	0.4767	0	0.1842	0.109	0.4242	0.4839	0	0.5827	0.3789	0.8934	1	0.7285	0.3782	0.5042	0.3502	0.1395	0.317	0.0027	0.1024
ENSG00000166033	HTRA1	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000165832	TRUB1	0.0967	0.0533	0.0746	0.2742	0.2002	0.1749	0.1904	0.1712	0.8356	0.8117	0.7715	0.7192	0.6248	0.5453	0.5404	0.2105	0.3393	0.5101	0.0384	0.0522
ENSG00000107518	ATRNL1	0.4409	0	NaN	NaN	NaN	0	0	0	NaN	0.5169	0.3442	0.4139	0.2395	0	0.4463	0.2807	0	0.3684	0	0
ENSG00000175535	PNLIP	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
ENSG00000068383	INPP5A	0.2233	0.077	0.0784	0.1455	0.2587	0.1691	0.0369	0.0233	0.5131	0.4658	0.3901	0.4658	0.3052	0.3359	0.3263	0.5013	0.3309	0.3155	0.1165	0.1217
ENSG00000171798	KNDC1	0.1152	0	0	0.4714	0	0	0	0.8575	NaN	NaN	NaN	0.5661	0.385	NaN	0.2096	0.224	0.1286	0.4392	0.1147	0.3872
ENSG00000171794	UTF1	0.4557	0.3386	0.4693	0.2907	0.2617	0.2185	0.1774	0.3175	NaN	NaN	1	NaN	NaN	NaN	0.7135	0.3709	0.4392	0.5064	0.1303	0.4529
ENSG00000151650	VENTX	NaN	1	0	0	NaN	0	NaN	1	0	0.7619	NaN	0.4127	0.6037	NaN	0.1588	0.5355	0.2088	0.5484	0.0667	0.0201
ENSG00000148175	STOM	0.07	0.0822	0.0965	0.0841	0.0789	0.0727	0.0938	0.0859	0.2737	0.2913	0.2938	0.3171	0.2506	0.1996	0.1871	0.1287	0.168	0.2227	0.0467	0.0391
ENSG00000204136	GGTA1	0	NaN	0	NaN	0	0	0	0	0	1	0	0.1	0	0	0	0	NaN	0	NaN	NaN
ENSG00000175764	TTLL11	0.2602	0.3865	0.3041	0.4633	0.3297	0.3783	0.3952	0.4035	0.7409	0.7622	0.8366	0.8333	0.7774	0.5146	0.4545	0.5095	0.5749	0.6131	0.1666	0.3232
ENSG00000119421	NDUFA8	0.0571	0.0561	0.0564	0.037	0.0411	0.0139	0.059	0.0461	0.2559	0.2081	0.2821	0.2114	0.2682	0.1807	0.0953	0.1013	0.0918	0.148	0.0174	0.0148
ENSG00000106852	LHX6	0.7998	0.6307	0.4382	0.1074	0.5703	0.5549	0.625	0.6558	NaN	0.7892	1	1	1	1	0.7777	0.6682	0.8019	0.8832	0.4545	0.4415
ENSG00000134453	RBM17	0.1086	0.1312	0.1378	0.1349	0.1467	0.1085	0.1762	0.19	0.5601	0.6013	0.577	0.5213	0.5269	0.4244	0.2768	0.231	0.2535	0.3056	0.0883	0.0933
ENSG00000170525	PFKFB3	0.4777	0.5357	0.5229	0.48	0.3091	0.4792	0.2641	0.456	0.6042	0.7522	0.5773	0.749	0.6766	0.5461	0.6676	0.5642	0.6425	0.6738	0.2199	0.2945
ENSG00000165629	ATP5F1C	0.01	0.007	0.0158	0.0083	0.0139	0.0099	0.0135	0.0187	0.0865	0.102	0.0808	0.0736	0.0709	0.0554	0.0278	0.0152	0.0155	0.0347	0.0102	0.0132
ENSG00000165632	TAF3	0.6244	0.6155	0.5201	0.4803	0.5225	0.5875	0.5398	0.5576	0.9433	0.8551	0.9402	0.8938	0.8547	0.8022	0.7783	0.7831	0.7853	0.7158	0.3141	0.3078
ENSG00000108231	LGI1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	0.4973	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000176273	SLC35G1	0	0.0494	0.039	0.1547	0.1164	0.0358	0.1333	0.16	0.4875	0.3887	0.5031	0.5562	0.5468	0.4065	0.1635	0.5112	0.1068	0.3152	0.0043	0
ENSG00000185697	MYBL1	NaN	1	0.6422	0.84	0.4	0	0	0	1	0.4236	0.5741	0	0.4534	0.1484	0.1477	NaN	0	0.6456	0.0864	0
ENSG00000175073	VCPIP1	0.4126	0.5583	0.4746	0.5014	0.558	0.5311	0.5369	0.5393	0.9034	0.9159	0.845	0.9028	0.8253	0.7707	0.7148	0.7191	0.7051	0.7769	0.1548	0.2559
ENSG00000178125	PPP1R42	0	0.0558	0.314	0	0.1089	0.0303	0.0391	0.0713	0.5547	0.0736	0.1396	0.0975	0.3697	0.3041	0	0.0354	0.0072	0.1452	0.0907	0.0183
ENSG00000121022	COPS5	0.0473	0.0438	0.0684	0.0616	0.0464	0.0469	0.0513	0.0509	0.3241	0.2986	0.2808	0.253	0.2336	0.1809	0.1356	0.107	0.0887	0.1135	0.0327	0.0329
ENSG00000010438	PRSS3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	NaN	0	NaN	NaN	NaN
ENSG00000253250	C8orf88	0.0151	0.0158	0.0168	0.0158	0.0211	0.0191	0.0338	0.0493	0.1553	0.1806	0.1712	0.2601	0.2149	0.1168	0.0786	0.0513	0.0476	0.0679	0.011	0.0114
ENSG00000155099	PIP4P2	0.0746	0.0496	0.1724	0.1367	0.1953	0.2388	0.128	0.2261	0.638	0.3569	0.4611	0.5203	0.4892	0.3282	0.2164	0.3137	0.2891	0.3234	0.0859	0.031
ENSG00000079102	RUNX1T1	0.7427	0.8413	0.6838	0.6578	0.2008	0.6685	0.2652	0.7754	0.7735	0.5285	1	1	0.5326	0.5305	0.6408	0.8972	0.5909	0.8182	0.1878	0.2859
ENSG00000205133	TRIQK	0.0895	0.0355	0.0575	0.0896	0.0538	0.0328	0.0906	0.0253	0.3192	0.5003	0.5552	0.5285	0.421	0.4612	0.1655	0.1435	0.0917	0.2683	0.0237	0.0191
ENSG00000183808	RBM12B	0.3291	0.4634	0.4645	0.4462	0.5424	0.5449	0.4717	0.634	0.8833	0.9012	0.9005	0.8639	0.817	0.7345	0.7305	0.7392	0.6949	0.7437	0.1866	0.2687
ENSG00000156802	ATAD2	0.1528	0.2231	0.189	0.2486	0.1774	0.1701	0.2079	0.18	0.778	0.7743	0.7181	0.7615	0.5124	0.4216	0.426	0.356	0.4134	0.4498	0.0631	0.0669
ENSG00000156804	FBXO32	0	0.1508	0.4515	0.0857	0.5514	0.6729	0.6265	0.3806	0.5709	0.3357	0.4006	0.1423	0.188	0.2687	0.8167	0.7765	0.8018	0.4886	0.1939	0.3479
ENSG00000104537	ANXA13	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000164983	TMEM65	0.1901	0.0979	0.046	0.2199	0.03	0.1104	0.0686	0.2053	0.6201	0.3998	0.4398	0.6639	0.3617	0.4298	0.2871	0.5317	0.3369	0.3975	0.0549	0.1669
ENSG00000214050	FBXO16	0.2053	0.2169	0.163	0.1342	0.1938	0.0998	0.0947	0.2146	0.4672	0.5789	0.4918	0.5519	0.5368	0.4811	0.1474	0.3214	0.2216	0.3163	0.0271	0.029
ENSG00000104299	INTS9	0.074	0.0893	0.104	0.1673	0.0518	0.0638	0.0519	0.1083	0.2988	0.3245	0.4528	0.3131	0.3123	0.1939	0.2955	0.1935	0.2294	0.2508	0.0897	0.0602
ENSG00000197892	KIF13B	0.1894	0.4391	0.3224	0.4322	0.388	0.2809	0.3995	0.2758	0.6025	0.5676	0.59	0.7457	0.5839	0.415	0.5471	0.4927	0.5637	0.605	0.2171	0.2965
ENSG00000120875	DUSP4	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0.5141	0.5038	0	0.5339	0.1196	NaN	NaN	NaN	0	0	0.3452
ENSG00000133872	SARAF	0.0315	0.0215	0.0358	0.0314	0.0451	0.0355	0.0585	0.0512	0.2511	0.2161	0.2293	0.2269	0.2277	0.1398	0.0843	0.0584	0.0629	0.0993	0.0377	0.0264
ENSG00000254017	IGHEP2	1	0.5691	0	0.7459	0.4502	0.9349	0.5242	0.9464	NaN	0	NaN	0.7136	1	NaN	1	0	1	0.8794	0	NaN
ENSG00000120211	INSL4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	0
ENSG00000120217	CD274	0.9091	1	NaN	0.7791	0.5517	0	0.1303	1	0.5	0.6183	0.4659	0.3473	0.5941	0.4794	0.8154	0.8421	0.9659	0.5808	0.5618	0.4943
ENSG00000107036	RIC1	0.1322	0.2246	0.3573	0.3166	0.247	0.2192	0.3157	0.2685	0.898	0.8518	0.856	0.7992	0.6684	0.5547	0.5801	0.4697	0.5025	0.604	0.1688	0.204
ENSG00000107295	SH3GL2	NaN	NaN	NaN	NaN	1	0	NaN	NaN	NaN	NaN	NaN	NaN	1	0	NaN	NaN	NaN	0.8359	NaN	NaN
ENSG00000178031	ADAMTSL1	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000155876	RRAGA	0.2218	0.2409	0.2815	0.2874	0.1737	0.2254	0.2179	0.2449	0.609	0.6537	0.6122	0.604	0.5719	0.4571	0.2596	0.2225	0.3139	0.379	0.1095	0.0733
